"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 10 12:09:36 PDT 2019","Thu Oct 10 12:09:46 PDT 2019","10400","","Login","","Only Registered User can login to the application","","Only Registered User can login to the application",""
